"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
7,18,24,34,35,44,45,61,90,92,138,183,192,210,222,243,271,271,309,414,936
3,19,38,58,70,74,77,78,112,130,139,141,160,165,200,218,289,415,446,450,557
9,10,27,53,61,61,67,70,73,99,104,145,166,181,235,249,261,385,443,554,586
24,25,26,37,49,53,62,77,87,100,112,121,136,139,141,206,361,362,461,586,674
12,25,29,56,56,61,83,102,102,125,145,163,163,165,182,184,208,283,311,561,823
11,12,20,28,28,79,90,106,109,115,133,169,169,177,189,191,245,284,309,657,718
7,17,30,30,35,57,59,73,76,121,137,196,258,264,270,276,292,298,421,450,472
4,5,16,17,23,23,90,96,135,152,168,173,173,187,188,198,252,259,352,534,794
9,16,21,23,54,68,78,90,111,122,129,140,154,180,194,196,201,243,436,661,713
10,20,23,28,32,40,73,85,111,111,118,118,162,162,163,192,271,342,403,560,815
3,13,14,17,26,60,65,82,102,143,194,214,215,232,242,305,311,340,385,388,488
4,9,13,29,42,60,66,89,94,105,125,127,127,154,163,163,248,343,501,554,823
1,12,14,24,39,59,62,65,68,121,133,168,183,191,206,249,277,369,378,506,714
8,17,39,47,52,89,91,141,152,152,160,177,177,192,219,222,245,283,353,385,638
8,15,19,27,36,41,46,50,60,91,94,119,124,165,178,185,185,186,665,739,806
2,13,16,33,41,75,81,102,119,121,122,174,202,234,240,256,317,375,392,444,480
10,26,34,35,50,67,71,112,121,145,176,176,191,191,217,229,229,280,309,446,724
3,21,32,45,48,54,68,85,106,129,129,136,189,239,269,312,329,334,376,462,473
29,29,32,45,48,65,84,89,93,101,101,162,185,220,250,258,280,282,356,389,741
6,9,9,15,19,20,34,40,50,129,150,157,179,218,287,316,341,407,408,422,623
10,36,43,71,76,102,108,128,132,138,151,167,186,210,213,232,234,385,392,399,426
1,3,3,21,21,53,55,87,87,87,117,127,151,170,175,201,281,338,385,560,916
23,24,35,57,57,85,86,91,92,103,121,124,124,154,165,202,226,254,442,538,836
12,14,29,45,48,59,81,90,102,107,129,160,164,182,279,285,325,335,366,375,652
4,19,50,71,71,71,74,95,115,119,127,128,149,154,169,209,249,293,391,619,662
9,13,13,16,20,41,41,41,75,75,75,88,149,156,174,182,222,262,399,753,1035
6,9,23,23,29,48,61,71,72,84,86,89,112,149,287,306,313,444,452,534,641
1,24,26,31,33,50,57,97,111,113,115,120,147,152,163,252,281,281,549,595,641
6,9,12,25,30,48,50,55,69,114,129,150,152,164,177,254,273,355,491,628,648
10,16,44,44,56,71,86,93,125,127,136,151,182,250,255,283,287,309,351,385,578
24,27,30,30,35,38,55,91,95,101,103,107,118,156,242,249,345,356,383,606,648
10,14,14,40,43,55,82,126,133,147,166,184,184,187,216,224,248,256,331,377,802
13,17,24,42,59,65,84,92,93,125,126,153,187,201,231,254,302,310,335,514,612
8,29,32,33,37,66,73,106,114,117,138,138,139,140,178,213,219,294,351,640,774
11,30,32,32,38,41,81,82,83,90,93,116,117,155,216,232,274,361,471,477,807
2,14,14,19,20,32,35,37,37,59,97,97,172,243,275,297,309,439,478,550,613
24,34,58,61,62,66,75,90,135,160,166,227,228,245,259,265,284,292,303,329,476
3,18,34,41,45,45,65,75,143,144,148,156,166,203,204,216,229,359,398,497,650
1,22,26,32,53,54,65,82,91,106,108,118,121,145,150,179,186,404,456,525,915
15,27,37,62,66,72,75,89,103,111,112,132,133,201,213,216,253,271,401,546,704
2,11,30,35,36,51,88,144,151,152,164,164,179,184,186,199,332,348,406,413,564
2,8,10,14,37,48,74,76,93,137,172,187,212,240,273,309,350,365,366,411,455
2,6,11,17,28,38,48,51,64,65,85,226,256,265,283,303,313,397,415,463,503
11,36,59,65,77,90,104,104,120,125,152,158,184,197,211,211,254,302,381,473,525
1,12,22,23,24,26,40,88,96,108,153,158,204,208,240,245,274,367,411,532,607
7,16,23,26,28,40,103,112,123,141,145,158,191,222,244,260,264,281,322,427,706
3,7,29,37,45,45,65,78,79,79,79,124,162,204,212,214,241,303,514,621,698
11,14,17,38,38,81,84,87,87,104,178,192,203,221,236,257,258,268,382,506,577
8,14,31,41,42,48,56,88,91,104,107,172,174,251,255,262,296,301,350,544,604
10,11,21,27,50,60,79,96,97,105,172,208,208,208,217,241,308,336,375,497,513
7,9,15,25,35,45,48,52,52,55,62,68,106,138,249,398,411,438,476,480,670
8,59,63,73,77,89,105,126,151,163,166,187,188,190,192,272,310,339,342,354,385
2,10,13,26,29,68,83,87,123,136,154,205,209,232,234,251,254,349,395,425,554
2,3,4,20,30,31,42,56,85,122,186,186,207,224,276,309,320,326,331,362,717
4,9,21,50,53,90,95,100,104,111,113,178,183,196,280,298,301,307,344,396,606
15,21,29,38,50,77,94,94,94,102,118,132,148,174,178,259,283,294,295,495,849
12,32,35,37,41,58,69,83,86,86,124,135,151,169,192,230,248,413,525,555,558
1,1,4,42,44,49,68,68,95,147,173,173,195,201,207,215,264,316,323,520,733
14,24,41,51,60,71,73,73,82,85,92,112,115,118,188,222,247,251,344,709,867
17,26,38,53,54,59,74,99,117,138,138,147,159,235,237,259,269,285,335,418,682
12,20,20,29,48,52,55,117,123,129,155,161,171,214,214,219,322,325,397,406,650
5,15,21,31,34,34,38,47,53,77,91,117,131,167,214,234,250,399,445,507,929
18,21,49,51,60,69,77,83,84,108,112,137,147,147,153,160,215,252,296,456,1144
1,8,10,24,39,41,46,64,74,88,105,127,144,185,204,279,291,389,416,513,791
4,7,28,35,45,48,71,80,87,96,117,117,156,166,209,338,366,374,455,518,522
30,30,34,42,54,57,60,63,136,139,168,170,170,182,207,210,230,310,378,563,606
1,7,7,7,22,53,54,60,63,84,144,209,254,260,266,267,267,267,268,282,997
16,18,30,36,49,67,71,72,78,85,85,108,162,167,196,239,241,284,446,648,741
4,12,16,16,31,47,49,52,129,139,142,151,158,185,220,286,304,386,408,445,659
4,5,24,30,59,74,86,95,99,108,122,128,131,176,182,214,303,316,316,555,812
14,32,85,86,87,88,91,98,120,125,125,129,133,135,161,194,206,310,423,464,733
28,44,52,65,69,71,131,132,133,148,154,165,171,197,222,228,278,284,336,412,519
5,36,36,58,58,69,79,83,83,84,88,89,98,127,145,212,258,307,409,423,1092
10,18,29,31,39,42,66,103,111,139,152,160,178,186,208,254,261,279,286,392,895
3,12,25,28,31,56,117,139,150,154,156,160,174,210,228,229,229,311,387,404,636
9,14,31,33,53,63,66,70,78,82,104,152,226,226,272,274,294,387,387,470,548
2,2,2,9,12,13,14,41,74,80,108,142,162,198,199,248,341,374,386,596,836
2,10,24,47,49,50,54,57,87,91,92,97,97,159,170,289,291,303,550,585,735
4,12,20,41,63,86,92,112,112,125,136,148,192,213,217,221,231,293,375,467,679
18,26,30,45,46,73,80,89,114,119,123,141,162,168,185,201,234,282,342,471,890
13,19,20,31,38,39,55,71,84,91,119,122,174,184,200,246,272,408,476,496,681
7,14,31,32,46,49,64,67,69,80,86,107,117,118,209,287,315,337,474,572,758
5,6,17,38,39,42,44,55,57,137,142,156,164,173,194,205,286,366,376,376,961
8,10,10,24,40,75,115,123,128,173,179,182,199,213,238,255,261,286,297,430,593
11,35,52,52,54,64,96,98,100,108,120,141,143,152,204,247,308,427,456,480,491
2,5,18,35,51,110,111,116,139,141,148,159,162,179,264,269,282,303,307,499,539
5,11,20,47,56,59,89,99,123,134,157,157,170,176,184,224,264,331,360,491,682
6,24,31,47,51,66,85,95,112,119,156,160,176,184,188,227,265,403,421,456,567
8,19,21,57,65,88,111,111,121,128,130,162,168,180,185,198,263,304,309,518,693
7,44,64,69,75,83,120,125,152,162,173,182,193,195,243,243,292,294,338,355,430
7,10,33,35,63,68,71,78,102,111,111,111,125,127,272,374,378,396,401,449,517
8,22,27,32,49,50,77,80,116,133,138,153,198,233,265,274,283,284,311,519,587
2,10,26,42,48,52,55,59,82,93,100,135,155,194,198,235,257,306,417,459,914
19,22,45,47,47,57,57,91,106,123,126,126,167,204,216,216,295,337,450,483,605
4,23,40,40,42,42,43,47,52,58,76,77,97,113,167,220,226,366,630,643,833
3,3,13,40,41,53,55,65,65,117,122,125,130,149,184,187,187,398,558,567,777
3,7,29,30,42,53,58,62,69,81,106,171,174,197,215,236,325,360,485,564,572
5,8,8,18,48,64,77,77,119,132,184,191,216,242,243,247,340,355,364,433,468
5,9,37,42,42,51,62,70,127,148,190,212,212,244,257,277,312,319,379,384,460
2,3,3,8,9,54,72,84,113,152,199,224,224,234,250,263,312,351,361,437,484
8,30,36,41,46,46,57,95,106,147,160,161,182,224,233,302,318,331,408,416,492
1,4,7,10,50,50,66,71,71,84,86,107,161,163,196,211,245,268,294,747,947
2,2,15,38,46,52,55,61,73,88,90,91,150,231,256,289,299,337,375,386,903
1,20,30,33,44,45,62,71,71,110,122,122,125,151,234,256,307,322,393,463,857
4,4,9,16,19,20,24,26,26,61,105,142,182,239,240,281,288,334,335,480,1004
12,18,18,19,37,46,61,89,97,101,147,152,166,240,244,267,328,332,434,462,569
13,17,17,23,40,40,67,67,76,98,167,189,203,215,216,229,259,345,395,498,665
3,4,5,9,21,21,37,40,56,84,111,168,190,207,222,222,230,264,379,569,997
14,15,21,21,46,74,91,112,126,126,130,133,150,165,189,244,244,306,404,512,716
6,8,40,40,53,80,84,84,95,98,123,152,161,178,191,213,313,410,447,499,564
10,13,23,45,64,71,78,124,152,158,171,180,201,245,253,259,301,306,341,398,446
6,22,42,55,58,68,69,84,99,99,103,109,114,122,154,264,269,281,338,398,1085
5,23,31,38,44,63,68,69,73,93,94,94,160,180,184,205,207,246,264,792,906
30,36,38,41,57,70,82,105,107,112,116,152,171,181,190,236,249,360,407,519,580
3,23,23,26,31,49,68,90,109,139,143,160,180,187,208,220,232,237,348,603,760
22,25,26,45,45,59,87,128,140,152,162,162,195,225,247,284,301,308,314,358,554
11,11,20,47,52,59,77,87,119,121,122,131,169,180,239,275,296,296,359,375,793
16,17,24,29,33,49,57,60,76,101,110,119,129,153,173,199,245,349,349,366,1185
2,3,3,5,9,19,21,26,39,72,108,108,155,175,232,240,316,332,419,576,979
10,17,29,32,49,61,66,104,136,152,165,165,175,188,237,250,254,287,436,477,549
42,42,49,52,68,85,87,90,96,97,146,153,217,243,248,272,279,333,360,365,515
16,27,38,40,44,50,53,76,89,142,168,181,197,219,234,234,254,279,414,504,580
13,14,18,19,25,28,51,78,80,86,177,210,210,224,226,257,318,320,408,501,576
3,10,14,29,31,37,48,54,54,56,78,98,124,170,203,251,296,454,492,628,709
2,6,30,36,38,52,54,63,80,113,126,134,137,162,174,275,303,318,369,591,776
6,17,40,68,112,118,119,120,133,136,139,148,167,185,205,247,266,300,301,306,706
2,2,22,46,46,49,61,78,99,111,115,177,182,206,228,231,253,390,392,565,584
7,22,27,40,65,86,120,122,145,159,190,190,199,209,228,230,257,291,292,349,611
4,11,27,27,53,63,64,66,74,117,117,145,208,210,228,276,289,289,450,496,625
8,16,16,27,32,40,55,65,112,113,120,121,123,139,239,336,362,389,414,467,645
25,30,42,49,49,65,82,122,127,130,132,134,164,218,240,246,256,279,411,451,587
10,18,33,38,51,61,67,98,100,123,123,130,165,199,237,248,346,347,405,458,582
18,21,21,38,44,79,90,94,98,111,137,142,145,200,201,214,249,317,408,460,752
57,59,62,69,76,119,127,132,139,139,139,146,212,214,217,264,268,293,333,357,417
6,36,70,83,117,126,126,134,138,145,157,158,164,166,192,209,255,265,423,423,446
1,6,11,27,36,40,57,61,72,111,112,113,127,145,148,153,165,242,354,885,973
28,41,52,81,105,121,132,152,158,167,174,191,203,208,210,210,219,220,233,417,517
1,14,18,20,24,40,47,75,77,84,86,117,168,183,240,291,319,371,450,598,616
37,39,49,54,62,78,118,153,153,153,156,156,198,226,228,234,309,323,364,364,385
49,62,73,88,91,97,104,135,135,135,138,144,168,181,186,187,188,277,454,462,485
7,9,16,21,31,73,88,88,99,116,117,138,144,228,248,253,283,305,414,418,743
2,4,5,24,28,52,67,74,145,146,160,160,204,206,242,289,341,347,399,438,506
1,8,13,13,34,45,49,98,102,122,160,162,177,183,223,253,298,371,371,524,632
1,6,10,24,24,44,85,90,103,136,151,163,220,224,239,261,299,317,443,458,541
3,10,10,24,32,36,43,72,97,101,188,195,238,241,241,252,286,296,377,421,676
2,10,47,54,73,77,83,98,103,104,130,136,168,193,194,212,252,338,393,554,618
2,10,29,56,66,67,70,96,98,103,129,148,211,263,279,284,329,337,360,389,513
4,20,32,32,33,40,79,81,106,125,146,152,154,189,227,278,315,355,402,491,578
1,5,15,29,38,39,42,55,57,65,85,108,131,133,230,239,251,295,318,345,1358
3,7,23,41,42,48,63,67,82,86,93,99,111,115,123,130,189,233,389,863,1032
1,5,8,8,52,53,68,119,123,130,132,137,142,147,191,209,267,467,496,538,546
12,12,15,15,16,23,34,61,76,121,122,155,160,255,256,301,336,380,400,402,687
10,16,17,19,26,31,44,46,57,115,126,159,196,225,249,280,311,351,355,417,789
1,7,16,37,47,49,78,105,109,116,133,135,152,157,164,202,348,356,531,534,562
4,7,9,17,39,43,48,49,55,88,97,105,119,149,185,216,237,401,401,776,794
10,13,31,31,38,54,63,87,119,130,136,173,188,189,220,234,268,275,458,529,593
2,2,15,22,43,47,58,103,109,111,123,136,136,165,190,201,273,451,519,560,573
12,22,34,47,63,68,76,79,86,123,137,150,209,211,232,240,244,270,334,470,732
3,11,16,34,61,68,99,103,103,129,131,173,182,204,272,274,314,316,341,456,549
8,32,32,38,50,60,89,141,147,151,167,192,213,243,257,300,311,315,323,329,441
8,10,16,26,47,54,69,71,74,78,83,130,152,159,179,290,312,317,337,551,876
1,1,5,19,46,53,59,66,75,82,87,129,155,159,163,182,330,475,506,583,663
11,17,18,36,40,46,46,47,90,127,142,160,175,221,306,330,336,345,383,385,578
1,6,31,42,47,52,52,53,60,68,76,94,95,108,108,194,253,370,403,862,864
2,4,5,7,44,49,58,66,66,73,85,88,202,206,222,266,267,290,489,624,726
21,23,44,49,72,80,82,97,121,121,125,131,131,145,184,214,216,238,304,353,1088
3,9,10,10,29,56,63,70,106,112,161,163,169,170,215,222,379,389,423,532,548
5,15,16,30,35,43,45,58,73,90,113,140,177,200,204,213,351,387,418,459,767
38,47,56,62,62,70,70,79,83,89,95,96,122,138,179,179,298,356,400,428,892
1,20,21,22,25,61,71,96,103,122,122,146,194,196,247,269,291,378,444,458,552
4,10,16,88,88,100,102,126,128,175,202,223,223,252,255,261,289,289,308,317,383
1,25,32,32,34,40,46,55,67,71,78,90,97,97,120,126,308,338,483,734,965
1,1,1,29,31,46,48,116,148,149,174,177,187,203,205,224,267,304,341,453,734
2,15,30,30,52,54,82,95,116,118,120,122,148,152,290,327,336,364,407,488,491
27,30,47,49,78,80,82,82,95,117,117,142,158,165,190,216,221,221,226,449,1047
2,17,34,34,57,89,98,100,107,115,132,188,208,225,225,309,331,378,395,396,399
11,12,23,29,30,45,50,59,61,84,124,126,130,146,195,235,296,302,342,684,855
6,18,18,35,43,49,72,72,82,82,83,107,117,142,207,221,284,444,474,573,710
11,22,22,22,37,49,71,80,83,87,98,107,132,184,233,268,305,326,486,492,724
27,29,30,46,53,56,83,98,119,143,153,159,200,203,211,212,217,379,385,387,649
10,11,15,19,21,28,34,79,99,123,125,151,182,184,228,228,281,338,457,594,632
18,29,29,62,83,83,86,143,150,159,164,164,170,202,202,204,206,272,288,438,687
3,13,54,63,76,120,125,143,150,167,170,174,196,214,233,269,276,287,340,364,402
5,13,20,43,65,65,66,70,70,109,121,173,173,187,214,218,260,340,356,447,824
12,14,19,48,70,85,89,103,105,119,120,128,130,152,221,222,320,329,365,556,632
25,30,31,32,48,62,63,66,77,115,115,118,132,136,159,278,285,314,349,702,702
1,1,2,28,32,43,52,62,85,87,94,94,154,179,219,224,236,276,396,725,849
1,23,38,44,49,66,83,84,101,104,107,139,200,217,247,285,307,351,368,455,570
15,20,31,35,40,44,59,80,93,121,136,163,187,196,226,272,282,299,301,310,929
19,19,24,35,68,96,99,103,158,159,177,191,194,197,200,202,206,279,401,418,594
4,10,17,42,59,59,64,77,83,94,108,188,221,228,244,249,298,310,436,507,541
11,24,30,31,35,41,41,72,78,112,115,123,146,237,275,299,321,362,385,421,680
32,35,39,45,50,96,98,107,108,121,130,141,214,216,255,273,279,306,369,441,484
4,11,11,21,23,30,38,52,72,107,144,149,174,185,205,235,264,297,336,536,945
16,24,28,36,36,46,56,67,72,83,98,147,194,245,249,302,321,354,426,483,556
5,8,17,38,48,54,55,70,104,125,136,137,140,169,169,181,219,277,352,604,931
4,5,21,24,37,42,65,76,88,98,124,125,138,156,203,217,235,412,422,565,782
1,21,44,54,81,92,96,110,132,142,176,177,190,239,242,242,262,264,332,457,485
7,8,12,49,55,68,86,104,110,110,146,216,223,229,235,253,302,321,358,453,494
9,11,18,21,30,31,65,67,92,134,145,146,148,153,191,208,261,296,321,535,957
5,15,19,22,27,29,50,62,85,86,102,129,149,161,178,230,262,381,479,503,865
4,7,17,35,41,72,79,98,102,117,148,148,184,187,190,278,316,317,320,555,624
6,15,22,49,77,83,83,96,127,127,180,181,187,203,214,223,257,272,374,462,601
3,17,74,77,90,103,110,110,115,138,138,184,184,210,241,274,306,306,338,359,462
35,43,52,55,66,82,118,118,161,169,170,171,178,191,193,221,267,288,335,336,590
13,36,40,55,59,89,96,101,115,115,146,156,169,172,179,193,209,212,228,413,1043
3,11,19,20,39,53,76,80,99,108,111,153,176,187,199,227,332,367,424,477,678
2,6,27,31,40,48,66,66,99,100,100,104,168,172,175,195,206,455,466,529,784
3,9,23,33,36,43,56,56,78,112,151,166,169,228,267,274,339,353,422,430,591
13,19,23,23,25,27,41,69,103,105,150,151,165,193,194,251,274,436,444,481,652
16,21,24,25,26,44,47,49,50,74,94,111,133,196,211,216,333,443,498,518,710
3,19,23,25,34,44,44,47,53,72,73,104,127,206,235,243,293,451,490,571,682
11,12,16,22,46,49,66,84,118,158,205,211,230,249,277,285,289,310,332,390,479
25,27,35,41,45,54,55,60,69,69,109,119,151,227,254,318,329,343,420,515,574
21,35,40,40,51,60,60,64,67,78,128,175,210,240,259,278,286,323,394,445,585
10,48,91,97,115,118,133,133,141,148,156,177,192,198,203,239,290,290,321,325,414
11,24,25,27,54,55,60,66,74,120,155,169,169,197,218,265,269,345,366,376,794
18,35,45,79,89,101,101,145,150,170,203,203,207,217,221,227,263,285,332,372,376
13,20,24,31,44,44,58,66,80,91,104,121,134,140,141,155,195,242,338,879,919
2,14,30,32,46,61,65,66,67,108,111,122,131,138,235,261,302,361,422,429,836
9,17,39,59,61,85,91,92,113,127,134,164,174,232,248,251,269,290,439,450,495
5,6,15,18,24,29,84,117,127,127,168,174,181,206,208,226,240,253,337,499,795
28,47,47,58,74,84,84,85,89,101,113,142,149,160,173,199,219,236,281,530,940
4,32,47,50,56,64,64,73,87,109,120,131,140,153,209,241,248,250,261,268,1232
9,17,31,40,45,45,66,85,103,108,118,170,188,206,225,235,245,255,355,644,649
15,35,37,50,55,67,67,71,79,79,93,159,215,225,273,289,308,350,368,424,580
1,15,21,23,35,41,69,90,100,109,139,141,163,192,266,268,370,395,423,485,493
8,10,26,28,49,51,75,85,91,98,126,140,149,150,201,265,373,425,438,482,569
8,9,15,30,64,66,94,95,102,114,118,120,133,135,155,183,277,416,501,513,691
1,16,17,23,55,65,72,84,88,100,106,117,117,139,154,178,281,321,457,637,811
20,27,42,49,65,65,85,88,130,145,146,146,175,186,195,204,248,342,357,453,671
11,31,36,43,69,89,90,106,137,138,158,169,173,174,197,257,317,324,379,464,477
10,10,20,31,39,40,40,64,88,94,106,116,116,130,141,199,204,312,441,614,1024
4,23,36,41,51,52,61,85,91,96,100,123,152,220,227,229,231,284,424,482,827
3,11,28,64,70,71,83,89,123,153,182,193,210,210,217,236,237,239,367,489,564
3,22,36,36,80,98,104,105,110,112,123,135,140,176,225,241,278,280,444,522,569
18,18,21,28,54,70,76,79,102,105,110,141,155,176,225,247,255,280,381,631,667
10,28,31,37,40,56,63,72,78,88,128,143,179,207,207,249,254,380,437,511,641
3,9,20,37,45,64,90,93,103,107,128,141,180,193,264,281,299,365,367,417,633
8,9,13,32,47,64,81,90,98,105,150,151,163,194,202,219,229,247,537,544,656
2,6,7,14,19,24,28,45,64,64,70,83,136,182,186,199,210,212,529,692,1067
35,42,47,68,83,90,114,129,140,151,153,201,214,221,224,241,272,300,330,389,395
2,58,62,62,81,81,110,116,125,136,166,167,199,213,226,233,245,308,363,381,505
3,6,12,15,29,46,46,46,48,53,53,53,78,166,201,254,286,362,549,746,787
3,5,12,15,47,54,62,123,143,154,181,181,241,243,254,278,292,293,377,424,457
7,18,30,52,60,65,68,84,91,109,116,151,158,187,200,214,233,288,332,584,792
8,12,12,18,29,44,46,64,67,99,100,180,220,236,256,301,348,350,404,477,568
9,33,40,40,42,48,89,94,100,141,163,181,206,212,235,255,258,270,312,430,681
15,42,44,73,94,95,112,137,144,158,167,223,226,236,237,243,260,285,294,365,389
12,29,34,36,45,48,60,60,104,122,150,155,200,213,232,259,323,373,427,477,480
29,41,48,53,68,75,88,97,103,112,118,152,164,164,180,208,273,278,349,605,634
8,40,76,97,97,107,126,128,137,155,156,156,193,195,205,229,234,293,317,386,504
1,15,21,55,60,65,102,110,110,110,133,141,203,237,266,290,312,312,348,384,564
6,11,18,18,24,47,50,62,63,65,84,113,115,139,147,311,384,410,432,574,766
7,22,23,24,37,46,58,61,66,102,127,156,183,229,238,275,309,316,370,566,624
3,18,23,28,38,66,78,91,93,104,123,137,174,180,202,282,386,391,448,476,498
3,5,5,6,9,10,15,24,85,86,133,148,155,229,257,276,316,401,440,470,766
29,42,46,88,89,97,101,107,114,116,179,187,187,197,204,230,254,300,368,372,532
12,13,51,51,52,68,75,124,131,152,162,191,195,204,241,264,293,296,317,367,580
15,19,32,47,53,58,61,61,90,101,142,173,180,226,237,244,259,270,496,498,577
11,40,47,50,64,86,86,92,95,103,111,152,191,205,226,251,305,311,346,453,614
18,23,28,29,31,48,55,56,67,91,106,115,141,222,251,289,291,348,420,448,762
1,9,19,26,38,50,58,86,93,102,116,121,184,204,215,252,271,313,512,520,649
7,11,15,15,27,28,30,46,46,63,94,109,121,131,170,210,230,255,458,625,1148
23,71,71,73,91,98,99,118,127,127,133,145,146,214,229,235,243,319,387,411,479
2,24,28,29,43,43,50,62,113,139,149,171,233,236,253,269,297,310,397,454,537
17,25,29,31,31,46,53,54,66,105,126,149,151,182,206,239,255,264,468,478,864
10,10,30,31,35,91,92,101,105,107,145,151,160,171,185,236,269,301,320,467,822
4,8,19,28,33,43,65,70,72,79,186,188,195,198,229,231,280,366,379,459,707
3,6,6,11,11,21,31,32,32,98,116,144,147,148,167,177,305,428,594,627,735
2,7,8,14,54,70,85,90,95,97,103,114,173,209,276,290,293,322,411,444,682
4,26,38,46,46,50,50,54,54,61,87,119,124,171,180,267,298,397,485,543,739
10,13,26,26,34,48,71,107,115,121,137,138,154,160,173,247,254,261,332,384,1028
9,24,24,28,58,63,63,99,100,126,137,170,214,215,240,283,285,302,346,415,638
15,17,42,42,48,50,57,72,82,89,118,147,155,197,251,282,292,297,449,538,599
13,13,13,32,37,65,67,77,115,118,152,169,205,255,255,282,308,360,414,440,449
11,14,14,23,40,49,72,80,113,118,121,171,184,222,222,271,321,353,369,451,620
4,6,15,20,33,36,56,56,86,103,109,138,168,226,263,335,381,386,408,448,562
5,5,23,27,28,28,30,50,57,57,72,98,132,140,145,149,268,450,504,738,833
2,21,32,41,62,62,70,115,117,128,134,143,159,169,232,310,331,343,343,456,569
5,13,18,33,65,76,98,101,103,110,161,168,181,220,270,276,345,353,367,395,481
46,48,62,65,65,108,130,132,149,150,158,186,187,206,218,226,303,310,326,346,418
30,37,41,45,64,64,72,85,101,107,134,145,203,216,219,302,366,367,389,403,449
2,2,4,4,13,14,28,48,118,122,152,168,190,244,296,307,310,331,361,397,728
3,18,39,41,59,62,80,86,90,133,133,172,186,191,206,238,273,326,441,491,571
26,26,41,56,56,64,89,113,130,161,188,207,211,222,244,256,303,338,346,364,398
6,11,22,53,61,73,74,81,86,131,163,168,227,230,240,241,309,368,429,431,435
18,18,18,30,35,46,48,53,87,90,129,193,194,225,291,294,324,344,412,435,555
9,20,41,49,68,80,101,135,147,153,191,212,218,231,237,271,292,294,297,351,442
3,4,18,20,59,61,100,129,138,165,167,168,176,188,202,210,285,350,364,502,530
10,10,17,25,36,36,37,55,60,66,78,91,107,288,299,304,324,450,452,515,579
3,13,23,57,63,94,97,101,128,129,148,170,191,195,254,260,292,308,401,401,511
5,7,7,7,64,72,87,107,121,128,129,136,141,179,190,236,236,243,275,482,987
7,11,38,50,51,71,73,90,100,109,115,127,151,174,181,195,206,243,506,666,675
4,5,35,42,51,52,65,89,93,93,130,147,171,198,252,281,336,336,367,370,722
18,19,19,34,38,38,48,108,113,114,119,152,166,184,240,256,277,309,361,428,798
7,16,38,41,43,81,100,110,123,127,133,140,151,151,218,298,307,318,401,466,570
1,30,30,33,43,44,63,65,77,80,128,159,162,185,209,218,232,279,530,629,642
6,6,21,40,49,49,61,65,80,82,100,110,153,194,194,260,275,364,453,489,788
33,41,80,81,101,105,111,119,126,134,134,135,137,141,156,217,260,289,358,417,664
3,28,28,38,78,84,85,102,106,109,111,141,213,220,260,294,294,328,393,396,528
1,7,7,15,38,42,78,89,109,149,172,190,240,247,273,309,344,344,356,376,453
13,17,18,22,65,88,94,113,118,123,143,173,229,232,247,247,248,254,278,364,753
4,11,21,28,28,43,60,65,80,99,175,191,215,225,233,257,291,314,326,535,638
8,8,22,25,31,35,44,60,78,84,104,127,173,184,187,286,317,334,354,507,871
24,38,38,49,72,82,93,124,129,129,144,155,171,193,200,217,305,318,406,435,517
8,18,31,33,33,37,47,52,61,122,151,151,169,171,203,246,309,397,434,531,635
3,6,28,29,41,55,73,79,88,102,108,129,130,157,168,168,255,293,489,646,792
1,1,18,25,33,37,48,48,127,146,162,179,186,186,199,287,345,397,449,474,491
6,7,20,34,78,85,96,135,140,162,175,203,204,214,217,272,316,320,357,380,418
4,13,36,48,50,56,64,74,82,90,112,160,197,214,218,260,320,322,384,535,600
13,24,48,57,61,67,68,81,107,144,170,202,208,215,236,260,284,295,308,371,620
1,3,3,5,23,27,40,53,109,141,149,179,188,226,229,231,264,359,416,508,685
13,18,19,24,35,37,51,51,78,96,103,135,139,150,156,173,350,405,415,636,755
8,13,15,34,37,76,77,77,87,104,113,114,146,169,199,232,264,267,322,485,1000
15,28,32,55,70,71,78,91,106,117,125,138,173,174,183,219,293,323,349,400,799
8,20,40,46,51,52,58,63,83,87,95,118,126,128,245,267,283,371,492,503,703
12,41,54,59,60,73,74,90,99,100,118,138,175,189,244,244,244,258,467,470,630
14,16,25,57,85,91,98,118,141,148,162,164,169,197,225,244,257,259,313,351,705
8,40,46,48,96,110,111,117,121,126,141,159,159,165,169,195,221,246,369,543,649
5,7,7,10,12,25,33,35,44,53,53,53,98,209,238,340,363,363,496,525,870
4,5,23,31,34,42,69,72,73,96,111,120,227,230,248,263,316,320,402,452,701
10,12,18,37,51,66,80,98,130,132,136,214,216,216,235,291,294,341,355,362,545
1,5,11,24,27,30,45,74,77,90,150,158,168,187,257,295,311,321,401,570,637
6,7,14,14,16,23,27,28,48,95,137,148,149,182,235,377,410,442,452,502,527
17,38,42,79,87,93,99,113,121,137,144,150,168,207,208,239,239,288,413,425,532
4,10,14,20,29,54,61,61,74,78,90,90,127,136,142,180,323,385,466,492,1003
2,17,33,34,37,41,41,44,62,64,70,79,89,95,113,233,240,426,607,721,791
8,22,43,56,105,120,149,151,171,178,183,187,200,203,214,238,251,268,327,333,432
5,26,30,57,64,92,92,94,125,129,154,154,156,161,165,238,301,320,372,410,694
11,23,36,49,52,52,64,88,122,130,149,165,204,221,256,267,277,282,428,481,482
